"codigo";"numero";"fecha";"catastro";"ubicacion";"calle";"forma_de_ocupacion";"b1";"b2";"b3";"b4";"b5";"n_pisos";"sub";"estado_calzada";"estado_acera";"estado_bordillo";"estado_parterre";"estado_vispeatonal";"aapp";"aass";"aall";"energia";"alumbradoPub";"telefonoFijo";"internet";"tvCable";"transportePub";"recoleccionBas";"barridoCalles";"fotografia";"forma_de_ocupacion";"plantaBaja";"primerPiso";"segundoPiso";"tercerPso";"cuartoPiso";"quintoPiso";"sextoPiso";"septimoPiso";"estado_edificacion";"relevoNombres";"relevoFecha";"revisoNombres";"revisoFecha";"revisoFirma";"aproboNombres";"aproboFecha";"aproboFirma";"sello"
"54";;"2020-02-20";"1808020103013011_";"ORQUíDEAS";"CALLE 2";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020103013011_1582229529.";"/LOTE VACIO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"55";;"2020-02-20";"1808020203025003_";"EL CHóFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203025003_1582229589.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"56";;"2020-02-20";"1808020203013016_";"SAN LUIS";"S/N";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"1808020203013016_1582229615.";"/VACIO";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"57";;"2020-02-20";"1808020203015022_";"29 DE JULIO";"CALLEJóN N";"/pareada";"1";;;;;"1";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203015022_1582229617.";"vivienda";"VIVIENDA Y HUERTO FRUTAL";;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"58";;"2020-02-20";"1808020103008067_";"ORQUíDEAS";"CALLE SIN NOMBRE";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008067_1582229679.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"59";;"2020-02-20";"1808020203025004_";"EL CHóFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203025004_1582229681.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"60";;"2020-02-20";"1808020203015023_";"29 DE JULIO";"CALLEJóN N";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203015023_1582229688.";"/HUERTO FRUTAL";;;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"61";;"2020-02-20";"1808020203025005_";"EL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"18080202030025005_1582229773.";"/LOTE VACIO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"62";;"2020-02-20";"1808020203013028_";"CUIDADELA DEL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"1808020203013028_1582229786.";"/VACIO";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"63";;"2020-02-20";"1808020203016032_";"CDLA. SANTA MARTHA";"CALLEJóN N";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"NO";"SI";"NO";"SI";"NO";"1808020203016032_1582229804.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"64";;"2020-02-20";"1808020103008066_";"ORQUIDEAS";"LA UNIóN";"/continua";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008066_1582229824.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"65";;"2020-02-20";"1808020203025006_";"EL CHóFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203025006_1582229857.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"66";;"2020-02-20";"1808020203013027_";"CIUDADELA DEL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"1808020203013027_1582229963.";"/VACIO";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"67";;"2020-02-20";"1808020203016033_";"CDLA. SANTA MARTHA";"CALLEJóN N";"/pareada";"1";;;;;"1";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020202016033_1582229992.";"vivienda/comercio";"VIVIENDA Y VíVERES SIN NONBRE";;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"68";;"2020-02-20";"1808020203025007_";"EL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203025007_1582230009.";"/LOTE VACIO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"69";;"2020-02-20";"1808020103008065_";"ORQUíDEAS";"UNIóN";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008065_1582230012.";"/CULTIVO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"70";;"2020-02-20";"1808020203016034_";"CDLA. SANTA MARTHA";"CALLEJóN N";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203016034_1582230059.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"71";;"2020-02-20";"1808020203025008_";"EL CHOFER";"CALLE SIN NLMBRE";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203025008_1582230091.";"/LOTE VACIO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"72";;"2020-02-20";"1808020203016035_";"CDLA. SANTA MARTHA";"CALLEJóN N";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020202016035_1582230134.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"73";;"2020-02-20";"1808020103008081_";"ORQUíDEAS";"CALLE 2";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008081_1582230160.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"74";;"2020-02-20";"1808020203025009_";"EL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203025009_1582230184.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"75";;"2020-02-20";"1808020203016049_";"CDLA. SANTA MARTHA";"CALLEJóN N";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203016049_1582230213.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"76";;"2020-02-20";"1808020203013026_";"CUIDADELA DEL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203013026_1582230235.";"/VACIO";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"77";;"2020-02-20";"1808020103008082_";"ORQUíDEAS";"CALLE SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008082_1582230272.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"78";;"2020-02-20";"1808020203016050_";"CDLA. SANTA MARTHA";"CALLE SIN NOMBRE Y CALLEJóN N";"/pareada";"1";;;;;"1";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203016050_1582230333.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"79";;"2020-02-20";"1808020203025010_";"EL CHóFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203025010_1582230355.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"80";;"2020-02-20";"1808020203016051_";"CDLA. SANTA MARTHA";"CALLEJóN N";"/pareada";"1";;;;;"1";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203016051_1582230421.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"81";;"2020-02-20";"1808020203025011_";"EL  CHóFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203025011_1582230451.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"82";;"2020-02-20";"1808020203013025_";"CIUDADELA DEL CHOFER";"CALLE SIN NOMBRE";"/continua";"2";;;;;"2";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"1808020203013025_1582230493.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"bueno";"FERNANDO VIERA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"83";;"2020-02-20";"1808020103013001_";"ORQUíDEAS";"CALLE SIN NOMBRE";;;;;;;NULL;;"bueno";"malo";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103013001_1582230504.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"84";;"2020-02-20";"1808020203016052_";"CDLA. SANTA MARTHA";"CALLEJóN N";"/pareada";"1";;;;;"1";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203016052_1582230542.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"85";;"2020-02-20";"1808020203024013_";"EL CHóFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203024013_1582230585.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"86";;"2020-02-20";"1808020203016053_";"CDLA. SANTA MARTHA";"CALLEJóN N";;;;;;;NULL;;"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020203016053_1582230721.";"/HUERTO FRUTAL";;;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"87";;"2020-02-20";"1808020103013002_";"ORQUíDEAS";"CALLE 2";;;;;;;NULL;;"bueno";"malo";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"18080020103013002_1582230728.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"88";;"2020-02-20";"1808020203013070_";"LOS ANGELES";"CALLE SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"1808020203013070_1582230758.";"/AGRICOLA";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"89";;"2020-02-20";"1808020203024014_";"EL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203024014_1582230823.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"90";;"2020-02-20";"1808020203016048_";"CDLA. SANTA MARTHA";"CALLEJóN N";"/continua";"1";;;;;"1";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203013048_1582230835.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"91";;"2020-02-20";"1808020103013006_";"ORQUíDEAS";"CALLE 2";;;;;;;NULL;;"bueno";"malo";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103013006_1582230906.";"/LOTE VACIO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"92";;"2020-02-20";"1808020203016031_";"CDLA. SANTA MARTHA";"CALLE C";"/pareada";"3";;;;;"3";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203016031_1582230913.";"vivienda";"VIVIENDA";"VIVIENDA";"TERRAZA";;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"93";;"2020-02-20";"1808020203024015_";"EL CHóFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203024015_1582230976.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"94";;"2020-02-20";"1808020203016030_";"CDLA. SANTA MARTHA";"CALLE C";"/pareada";"1";;;;;"1";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203016030_1582230988.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"95";;"2020-02-20";"1808020203013024_";"LOS ANGELES";"CALLE SIN NOMBRE";"aislada";"2";"1";;;;"2";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"NO";"SI";"SI";"NO";"SI";"NO";"1808020203013024_1582231037.";"vivienda/comercio";"VIVIENDA";"VIVIENDA";;;;;;;"bueno";"FERNANDO VIERA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"96";;"2020-02-20";"1808020203016029_";"CDLA. SANTA MARTHA";"CALLE C";"/pareada";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020202016029_1582231050.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"2274";;"2020-02-27";"1808020201017008_";"SAN LUIS";"TERáN";"/pareada";"2";;;;;"2";;"regular";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020201017008_1582847083.";"vivienda/comercio";"MECáNICA AUTOMOTRIZ CANELA";"VIVIENDA";;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-27";NULL;NULL;"2";NULL;NULL;;
"2276";;"2020-02-27";"1808020102004132_";"CALLATE";"CALLE SIN NOMBRE";"/continualf";"3";;;;;"3";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020102004132_1582848156.";"vivienda";"VIVIENDA";"VIVIENDA";"VIVIENDA";;;;;;"**inexistente**";"LUIS RODAS";"2020-02-27";NULL;NULL;;NULL;NULL;;
"99";;"2020-02-20";"1808020203016028_";"CDLA. SANTA MARTHA";"CALLE C";"/pareada";"2";;;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203016028_1582231174.";"vivienda";"VIVIENDA";"EN CONSTRUCCIóN";;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"100";;"2020-02-20";"1808020203012005_";"LOS ANGELES";"CALLEJON N";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"NO";"SI";"SI";"NO";"SI";"NO";"1808020203012005_1582231260.";"/AGRICOLA";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"101";;"2020-02-20";"1808020203016027_";"CDLA. SANTA MARTHA";"CALLE C";;;;;;;NULL;;"bueno";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203016027_1582231283.";"/SEMBRíO DE MAíZ";;;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"102";;"2020-02-20";"1808020203024016_";"EL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203024016_1582231413.";"/LOTE VACIO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"103";;"2020-02-20";"1808020203016026_";"CDLA. SANTA MARTHA";"CALLE C";"/pareada";"2";;;;;"2";;"bueno";"bueno";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203016026_1582231424.";"vivienda";"EN CONSTRUCCIóN";"EN CONSTRUCCIóN";;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"104";;"2020-02-20";"1808020203012014_";"LOS ANGELES";"CALLEJON N";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020203012014_1582231502.";;;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"105";;"2020-02-20";"1808020203016025_";"CDLA. SANTA MARTHA";"CALLE C";;;;;;;NULL;;"regular";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203016025_1582231577.";"/SIN ACCESO";;;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"106";;"2020-02-20";"1808020203012013_";"LOS ANGELES";"CALLEJON N";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020203012013_1582231624.";"/AGRICOLA";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"107";;"2020-02-20";"1808020203016024_";"CDLA. SANTA MARTHA";"CALLE C";;;;;;;NULL;;"bueno";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203016024_1582231653.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"108";;"2020-02-20";"1808020203016023_";"CDLA. SANTA MARTHA";"CALLE C";;;;;;;NULL;;"bueno";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203016023_1582231747.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"109";;"2020-02-20";"1808020203012011_";"LOS ANGELES";"CALLEJON N";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020203012011_1582231763.";"/VACIO";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"5811";;"2020-03-01";"1808020104004016_";"BARRIO ROBALINO PAMBA";"CALLE LOS MIRABELES";;;;;;;NULL;;"malo";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104004016_1583114261.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-03-01";NULL;NULL;;NULL;NULL;;
"111";;"2020-02-20";"1808020203011017_";"LOS ANGELES";"CALLE SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020203011017_1582231857.";"/AGRICOLA";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"112";;"2020-02-20";"1808020203016021_";"CDLA. SANTA MARTHA";"CALLE C";;;;;;;NULL;;"bueno";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203016021_1582231896.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"113";;"2020-02-20";"1808020103013007_";"ORQUíDEAS";"CALLE 2";;;;;;;NULL;;"bueno";"malo";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103013007_1582231959.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"114";;"2020-02-20";"1808020203012006_";"LOS ANGELES";"CALLEJON N";"aislada";;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020203012006_1582232013.";"/AGRICOLA";;;;;;;;;"regular";"FERNANDO VIERA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
